timestamp,test-class,test-method,time,description,result
2021-12-09 12:16:39.253,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,5114,"[1] recordIndex=0, title=Clean my house, description=I have to clean my house, periodInitial=2021/12/08 12:30, periodFinal=2022/01/25 13:30, workloadInHours=1.00, Link=null",OK
2021-12-09 12:16:44.459,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4949,"[2] recordIndex=1, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/12/08 12:30, periodFinal=2022/01/26 12:30, workloadInHours=11.25, Link=null",OK
2021-12-09 12:16:49.468,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4753,"[3] recordIndex=2, title=Clean my car, description=I have to clean my car, periodInitial=2021/12/08 12:30, periodFinal=2022/01/20 12:45, workloadInHours=0.10, Link=http://lavaderos.com",OK
2021-12-09 12:16:54.549,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4853,"[4] recordIndex=3, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/12/08 12:30, periodFinal=2022/01/27 13:30, workloadInHours=1.34, Link=null",OK
2021-12-09 12:16:59.491,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4677,"[5] recordIndex=4, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/12/08 12:30, periodFinal=2022/01/28 13:30, workloadInHours=8.59, Link=http://www.sample-app.com",OK
2021-12-09 12:17:04.388,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4645,"[6] recordIndex=5, title=Buy vegetables, description=I have to go to the supermarket, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workloadInHours=1.15, Link=http://supermarketOnline.com",OK
2021-12-09 12:17:09.204,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4578,"[7] recordIndex=6, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, Link=http://www.sample-app.com",OK
2021-12-09 12:17:13.949,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4498,"[8] recordIndex=7, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/31 17:50, periodFinal=2021/08/11 19:55, workloadInHours=8.59, Link=null",OK
2021-12-09 12:17:18.835,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4626,"[9] recordIndex=8, title=Study the math test, description=I have to study this month, periodInitial=2021/07/28 13:50, periodFinal=2021/08/28 17:55, workloadInHours=9.00, Link=http://mathExams.com",OK
2021-12-09 12:17:23.748,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4692,"[10] recordIndex=9, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/03/31 17:50, periodFinal=2021/08/29 19:55, workloadInHours=0.24, Link=http://www.sample-app.com",OK
2021-12-09 12:17:28.629,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4644,"[11] recordIndex=10, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/03/31 19:50, periodFinal=2021/08/30 17:55, workloadInHours=1.34, Link=null",OK
2021-12-09 12:17:33.488,acme.testing.officer.duty.OfficerDutyListTest,listDutyPositive,4592,"[12] recordIndex=11, title=Clean the car, description=I have to clean the car, periodInitial=2021/03/31 17:50, periodFinal=2021/08/31 18:55, workloadInHours=0.14, Link=http://lavaderosSevilla.com",OK
2021-12-09 12:17:36.906,acme.testing.officer.duty.OfficerDutyListTest,listDutyNegative,3183,"[1] user=administrator, password=administrator",OK
