timestamp,test-class,test-method,time,description,result
2021-12-10 12:20:25.571,acme.testing.administrator.configuration.AdministratorConfigurationListTest,ListRecent,5011,"[1] recordIndex=0, spam=sex,sexo,hard core,viagra,cialis,nigeria,has ganado,you've won,millon de dolares,million dollar, threshold=0.1",OK
2021-12-10 12:20:41.126,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,6466,"[1] recordIndex=0, spam=sex, threshold=0.1",OK
2021-12-10 12:20:47.215,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5800,"[2] recordIndex=0, spam=sex, threshold=0",OK
2021-12-10 12:20:53.312,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5816,"[3] recordIndex=0, spam=sex, threshold=1",OK
2021-12-10 12:20:59.314,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5739,"[4] recordIndex=0, spam=sex, threshold=0.5",OK
2021-12-10 12:21:05.457,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5873,"[5] recordIndex=0, spam=million dollars, threshold=0",OK
2021-12-10 12:21:10.741,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,5023,"[1] recordIndex=0, spam=null, threshold=-500",OK
2021-12-10 12:21:15.914,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4914,"[2] recordIndex=0, spam=null, threshold=null",OK
2021-12-10 12:21:21.076,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4912,"[3] recordIndex=0, spam=null, threshold=0",OK
2021-12-10 12:21:26.216,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4893,"[4] recordIndex=0, spam=null, threshold=1.2",OK
2021-12-10 12:21:31.604,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,5119,"[5] recordIndex=0, spam=null, threshold=1",OK
2021-12-10 12:21:36.787,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4941,"[6] recordIndex=0, spam=null, threshold=0.1",OK
2021-12-10 12:21:41.992,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4940,"[7] recordIndex=0, spam=null, threshold=0.89",OK
2021-12-10 12:21:47.205,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4974,"[8] recordIndex=0, spam=sex, threshold=null",OK
2021-12-10 12:21:52.634,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,5170,"[9] recordIndex=0, spam=sex, threshold=-0.1",OK
2021-12-10 12:21:57.729,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4827,"[10] recordIndex=0, spam=sex, threshold=null",OK
2021-12-10 12:22:02.966,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4972,"[11] recordIndex=0, spam=sex, threshold=1.2",OK
2021-12-10 12:22:08.24,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4983,"[12] recordIndex=0, spam=sex, threshold=600",OK
2021-12-10 12:22:13.719,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,5213,"[13] recordIndex=0, spam=sex, threshold=-600",OK
2021-12-10 12:22:27.016,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,3314,"[1] recordIndex=0, title=Clean my car, periodInitial=2021/12/08 12:30, periodFinal=2022/01/20 12:45, description=I have to clean my car, workload=0.10, link=http://lavaderos.com",OK
2021-12-10 12:22:29.411,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2095,"[2] recordIndex=1, title=Clean my house, periodInitial=2021/12/08 12:30, periodFinal=2022/01/25 13:30, description=I have to clean my house, workload=1.00, link=null",OK
2021-12-10 12:22:31.845,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2116,"[3] recordIndex=2, title=Go to the doctor, periodInitial=2021/12/08 12:30, periodFinal=2022/01/27 13:30, description=I have to go to the doctor, workload=1.34, link=null",OK
2021-12-10 12:22:34.267,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2117,"[4] recordIndex=3, title=Developing my application, periodInitial=2021/12/08 12:30, periodFinal=2022/01/28 13:30, description=I have to finish developing my application, workload=8.59, link=http://www.sample-app.com",OK
2021-12-10 12:22:36.811,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2195,"[5] recordIndex=4, title=Study the math exam, periodInitial=2021/12/08 12:30, periodFinal=2022/01/26 12:30, description=I have to study the math exam, workload=11.25, link=null",OK
2021-12-10 12:22:40.114,acme.testing.anonymous.duty.AnonymousDutyListTest,listAnonymousNegative,3034,"[1] user=officer1, password=officer1",OK
