timestamp,test-class,test-method,time,description,result
2021-12-09 13:40:25.517,acme.testing.administrator.configuration.AdministratorConfigurationListTest,ListRecent,5753,"[1] recordIndex=0, spam=sex,sexo,hard core,viagra,cialis,nigeria,has ganado,you've won,millon de dolares,million dollar, threshold=0.1",OK
2021-12-09 13:40:43.598,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,6990,"[1] recordIndex=0, spam=sex, threshold=0.1",OK
2021-12-09 13:40:50.293,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,6266,"[2] recordIndex=0, spam=sex, threshold=0",OK
2021-12-09 13:40:56.705,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,6099,"[3] recordIndex=0, spam=sex, threshold=1",OK
2021-12-09 13:41:02.772,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,5746,"[4] recordIndex=0, spam=sex, threshold=0.5",OK
2021-12-09 13:41:09.181,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatepositive,6138,"[5] recordIndex=0, spam=million dollars, threshold=0",OK
2021-12-09 13:41:14.598,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,5175,"[1] recordIndex=0, spam=null, threshold=-500",OK
2021-12-09 13:41:19.675,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4826,"[2] recordIndex=0, spam=null, threshold=null",OK
2021-12-09 13:41:24.741,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4810,"[3] recordIndex=0, spam=null, threshold=0",OK
2021-12-09 13:41:29.87,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4881,"[4] recordIndex=0, spam=null, threshold=1.2",OK
2021-12-09 13:41:35.074,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4925,"[5] recordIndex=0, spam=null, threshold=1",OK
2021-12-09 13:41:40.251,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4951,"[6] recordIndex=0, spam=null, threshold=0.1",OK
2021-12-09 13:41:45.652,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,5091,"[7] recordIndex=0, spam=null, threshold=0.89",OK
2021-12-09 13:41:50.814,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4933,"[8] recordIndex=0, spam=sex, threshold=null",OK
2021-12-09 13:41:55.849,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4785,"[9] recordIndex=0, spam=sex, threshold=-0.1",OK
2021-12-09 13:42:01.016,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4937,"[10] recordIndex=0, spam=sex, threshold=null",OK
2021-12-09 13:42:06.091,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4844,"[11] recordIndex=0, spam=sex, threshold=1.2",OK
2021-12-09 13:42:11.237,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4878,"[12] recordIndex=0, spam=sex, threshold=600",OK
2021-12-09 13:42:16.336,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatenegative,4820,"[13] recordIndex=0, spam=sex, threshold=-600",OK
2021-12-09 13:42:27.462,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2053,"[1] recordIndex=0, title=Clean my car, periodInitial=2021/12/08 12:30, periodFinal=2022/01/20 12:45, description=I have to clean my car, workload=0.10, link=http://lavaderos.com",OK
2021-12-09 13:42:29.833,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,2007,"[2] recordIndex=1, title=Clean my house, periodInitial=2021/12/08 12:30, periodFinal=2022/01/25 13:30, description=I have to clean my house, workload=1.00, link=null",OK
2021-12-09 13:42:31.928,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,1833,"[3] recordIndex=2, title=Go to the doctor, periodInitial=2021/12/08 12:30, periodFinal=2022/01/27 13:30, description=I have to go to the doctor, workload=1.34, link=null",OK
2021-12-09 13:42:33.957,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,1794,"[4] recordIndex=3, title=Developing my application, periodInitial=2021/12/08 12:30, periodFinal=2022/01/28 13:30, description=I have to finish developing my application, workload=8.59, link=http://www.sample-app.com",OK
2021-12-09 13:42:36.08,acme.testing.anonymous.duty.AnonymousDutyListTest,ListRecent,1917,"[5] recordIndex=4, title=Study the math exam, periodInitial=2021/12/08 12:30, periodFinal=2022/01/26 12:30, description=I have to study the math exam, workload=11.25, link=null",OK
2021-12-09 13:42:39.329,acme.testing.anonymous.duty.AnonymousDutyListTest,listAnonymousNegative,2966,"[1] user=officer1, password=officer1",OK
2021-12-09 13:42:42.505,acme.testing.anonymous.duty.AnonymousDutyListTest,listAnonymousNegative,2852,"[2] user=employer1, password=employer1",OK
2021-12-09 13:42:58.533,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listPublicFinishedDuties,5805,"[1] recordIndex=0, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, title=Do exercises, description=I have to finish the dp delivery, workload=0.44, link=http://www.sample-app.com",OK
2021-12-09 13:43:03.84,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listPublicFinishedDuties,5066,"[2] recordIndex=1, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, title=Buy vegetables, description=I have to go to the supermarket, workload=1.15, link=http://supermarketOnline.com",OK
2021-12-09 13:43:09.081,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listPublicFinishedDuties,4796,"[3] recordIndex=2, periodInitial=2021/07/28 13:50, periodFinal=2021/08/28 17:55, title=Study the math test, description=I have to study this month, workload=9.00, link=http://mathExams.com",OK
2021-12-09 13:43:14.009,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listPublicFinishedDuties,4685,"[4] recordIndex=3, periodInitial=2021/03/31 19:50, periodFinal=2021/08/30 17:55, title=Study the math exam, description=I have to study the math exam, workload=1.34, link=null",OK
2021-12-09 13:43:14.352,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listNegativeAuthenticated,75,"[1] user=administrator, password=administrator",OK
2021-12-09 13:43:14.754,acme.testing.athenticated.duty.AuthenticatedDutyListTest,listNegativeAuthenticated,54,"[2] user=employer1, password=employer1",OK
2021-12-09 13:43:27.823,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,managerDashboardNegative,3448,"[1] user=officer1, password=officer1",OK
2021-12-09 13:43:31.201,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,managerDashboardNegative,3124,"[2] user=employer1, password=employer1",OK
2021-12-09 13:43:34.06,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,administratoDashboardPositive,2633,"administratoDashboardPositive()",expected: <12.00> but was: <7.00>
2021-12-09 13:43:49.671,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,6837,"[1] recordIndex=0, title=Hacer DP editado, description=Tengo que terminar la entrega, periodInitial=2021/12/14 17:50, periodFinal=2022/01/25 18:55, workload=22.59, link=http://www.prueba.com, isPublic=false",OK
2021-12-09 13:43:56.289,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,6338,"[2] recordIndex=1, title=Hacer DP tarea 7, description=Prueba de edición, periodInitial=2021/12/14 17:50, periodFinal=2022/01/27 19:55, workload=0.50, link=http://www.sample-app.com, isPublic=false",OK
2021-12-09 13:44:02.753,acme.testing.officer.duty.OfficerDutyUpdateTest,updateDutyPositive,6222,"[3] recordIndex=2, title=Hacer DP tarea 10, description=Tengo que terminar la entrega 10, periodInitial=2021/12/14 13:50, periodFinal=2022/01/27 12:12, workload=3.12, link=null, isPublic=true",OK
